,estimator,mean_score,max_score,std_score,alpha,hidden_layer_sizes,max_iter,random_state,solver,min_score
414,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,1e-09,11,5,0,lbfgs,0.3292433537832311
314,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,1e-07,11,5,0,lbfgs,0.3292433537832311
264,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,1e-06,11,5,0,lbfgs,0.3292433537832311
86,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,0.01,13,7,0,lbfgs,0.3068297655453619
436,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,1e-09,13,7,0,lbfgs,0.3068297655453619
386,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,1e-08,13,7,0,lbfgs,0.3068297655453619
136,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,0.001,13,7,0,lbfgs,0.3068297655453619
236,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,1e-05,13,7,0,lbfgs,0.3068297655453619
336,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,1e-07,13,7,0,lbfgs,0.3068297655453619
186,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,0.0001,13,7,0,lbfgs,0.3068297655453619
286,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,1e-06,13,7,0,lbfgs,0.3068297655453619
36,MLPClassifier,0.34629103332670946,0.37627811860940696,0.027425310772059192,0.1,13,7,0,lbfgs,0.3068297655453619
447,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,1e-09,14,7,1,lbfgs,0.29867482161060144
197,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,0.0001,14,7,1,lbfgs,0.29867482161060144
297,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,1e-06,14,7,1,lbfgs,0.29867482161060144
347,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,1e-07,14,7,1,lbfgs,0.29867482161060144
397,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,1e-08,14,7,1,lbfgs,0.29867482161060144
147,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,0.001,14,7,1,lbfgs,0.29867482161060144
47,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,0.1,14,7,1,lbfgs,0.29867482161060144
247,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,1e-05,14,7,1,lbfgs,0.29867482161060144
97,MLPClassifier,0.33380765022468345,0.3751274209989806,0.026320013640846535,0.01,14,7,1,lbfgs,0.29867482161060144
288,MLPClassifier,0.3334263654993902,0.3619631901840491,0.024861689326658623,1e-06,13,9,0,lbfgs,0.30275229357798167
138,MLPClassifier,0.3334263654993902,0.3619631901840491,0.024861689326658623,0.001,13,9,0,lbfgs,0.30275229357798167
438,MLPClassifier,0.3334263654993902,0.3619631901840491,0.024861689326658623,1e-09,13,9,0,lbfgs,0.30275229357798167
